annual_income,emp_length,loan_dollar_amount,monthly_term,purpose,home_ownership,debt_to_income_ratio,monthly_installment,int_rate,total_accounts,total_payment,loan_status,grade,sub_grade
60000,10+ years,1000,60,car,mortgage,0.0043,21.74,0.1099,31,1236,Current,B,B3
27600,5 years,3000,36,car,rent,0.0428,98.39,0.1112,5,2720,Charged Off,B,B3
150000,4 years,20000,36,car,mortgage,0.0525,655.92,0.1112,13,22735,Fully Paid,B,B3
51000,1 year,4000,36,car,rent,0.0309,131.19,0.1112,12,4475,Fully Paid,B,B3
26000,3 years,4625,60,car,rent,0.0465,100.84,0.1112,5,906,Charged Off,B,B3
96000,10+ years,8100,60,car,mortgage,0.0221,176.6,0.1112,33,10240,Fully Paid,B,B3
44016,5 years,3600,60,car,mortgage,0.0214,78.49,0.1112,21,4704,Fully Paid,B,B3
92304,< 1 year,5300,60,car,mortgage,0.0150,115.56,0.1112,36,6509,Fully Paid,B,B3
48000,2 years,4000,60,car,rent,0.0218,87.21,0.1112,15,4294,Fully Paid,B,B3
57000,2 years,8500,60,car,rent,0.0390,185.32,0.1112,33,10538,Fully Paid,B,B3
57600,4 years,7500,60,car,rent,0.0341,163.52,0.1112,14,9811,Fully Paid,B,B3
94020,10+ years,19000,60,car,mortgage,0.0529,414.25,0.1112,24,13551,Charged Off,B,B3
46992,8 years,11200,60,car,mortgage,0.0624,244.19,0.1112,24,13923,Fully Paid,B,B3
102000,5 years,17000,60,car,mortgage,0.0436,370.64,0.1112,27,20504,Fully Paid,B,B3
74760,7 years,7000,60,car,mortgage,0.0245,152.62,0.1112,12,9157,Fully Paid,B,B3
120000,7 years,2500,36,car,mortgage,0.0083,82.54,0.1158,27,2975,Fully Paid,B,B3
300000,10+ years,20000,36,car,mortgage,0.0264,660.27,0.1158,38,23732,Fully Paid,B,B3
300000,1 year,16000,36,car,rent,0.0211,528.22,0.1158,21,18966,Fully Paid,B,B3
75333,1 year,15000,36,car,mortgage,0.0789,495.21,0.1158,20,17827,Fully Paid,B,B3
92000,< 1 year,21000,36,car,rent,0.0905,693.8,0.1163,20,23262,Fully Paid,B,B3
35000,4 years,5000,36,car,rent,0.0567,165.38,0.1171,3,5728,Fully Paid,B,B3
26000,5 years,4500,36,car,own,0.0687,148.85,0.1171,9,5358,Fully Paid,B,B3
54000,10+ years,1000,36,car,rent,0.0074,33.08,0.1171,14,1039,Fully Paid,B,B3
44760,1 year,3300,36,car,rent,0.0293,109.16,0.1171,10,3929,Fully Paid,B,B3
42494,7 years,16000,36,car,rent,0.1494,529.22,0.1171,9,12130,Charged Off,B,B3
31700,< 1 year,7200,36,car,rent,0.0902,238.15,0.1171,5,4932,Charged Off,B,B3
18000,1 year,5500,36,car,rent,0.1213,181.92,0.1171,7,1709,Charged Off,B,B3
84000,1 year,12000,36,car,rent,0.0567,396.92,0.1171,27,14323,Fully Paid,B,B3
74000,10+ years,10000,36,car,rent,0.0536,330.76,0.1171,5,11898,Fully Paid,B,B3
113592,10+ years,8000,60,car,mortgage,0.0187,176.79,0.1171,11,8212,Fully Paid,B,B3
72000,7 years,16675,60,car,mortgage,0.0614,368.49,0.1171,43,17468,Fully Paid,B,B3
42000,3 years,4000,60,car,rent,0.0253,88.4,0.1171,10,4147,Fully Paid,B,B3
36000,7 years,6500,60,car,rent,0.0479,143.64,0.1171,18,8293,Fully Paid,B,B3
84000,10+ years,14400,60,car,mortgage,0.0455,318.22,0.1171,22,18686,Fully Paid,B,B3
49200,4 years,6350,60,car,rent,0.0342,140.33,0.1171,10,7424,Current,B,B3
24300,3 years,4500,36,car,own,0.0736,149.11,0.1183,4,5304,Fully Paid,B,B3
57996,4 years,9000,36,car,rent,0.0617,298.21,0.1183,7,10804,Fully Paid,B,B3
55000,4 years,14900,36,car,rent,0.1077,493.7,0.1183,7,16353,Fully Paid,B,B3
60000,10+ years,9600,36,car,mortgage,0.0619,309.72,0.0999,12,10687,Fully Paid,B,B4
48000,10+ years,3800,36,car,mortgage,0.0307,122.6,0.0999,30,4414,Fully Paid,B,B4
130000,2 years,5000,36,car,mortgage,0.0149,161.32,0.0999,41,5808,Fully Paid,B,B4
38000,3 years,4500,36,car,mortgage,0.0458,145.19,0.0999,12,1446,Charged Off,B,B4
38000,9 years,9000,60,car,mortgage,0.0604,191.18,0.0999,34,11359,Fully Paid,B,B4
78000,< 1 year,5750,60,car,mortgage,0.0188,122.15,0.0999,32,6805,Fully Paid,B,B4
33600,4 years,15000,60,car,mortgage,0.0725,202.87,0.0999,32,11327,Fully Paid,B,B4
50000,7 years,6000,60,car,rent,0.0306,127.46,0.0999,45,7075,Fully Paid,B,B4
49200,6 years,8400,60,car,mortgage,0.0435,178.44,0.0999,12,10706,Fully Paid,B,B4
62000,10+ years,6000,60,car,mortgage,0.0247,127.46,0.0999,21,7621,Fully Paid,B,B4
70200,10+ years,10550,60,car,mortgage,0.0383,224.11,0.0999,20,12926,Fully Paid,B,B4
48000,1 year,1850,36,car,own,0.0151,60.34,0.1074,45,1655,Charged Off,B,B4
96000,2 years,4200,36,car,mortgage,0.0171,136.99,0.1074,49,4931,Fully Paid,B,B4
26400,1 year,4000,36,car,mortgage,0.0593,130.47,0.1074,14,4665,Fully Paid,B,B4
28800,10+ years,6000,36,car,own,0.0815,195.7,0.1074,7,7045,Fully Paid,B,B4
54000,3 years,4000,36,car,rent,0.0290,130.47,0.1074,24,4596,Fully Paid,B,B4
40000,1 year,6500,36,car,rent,0.0636,212.01,0.1074,18,7416,Fully Paid,B,B4
50000,1 year,5500,60,car,mortgage,0.0285,118.88,0.1074,15,6321,Fully Paid,B,B4
30000,3 years,6500,60,car,rent,0.0562,140.49,0.1074,38,7245,Fully Paid,B,B4
78000,4 years,5000,60,car,mortgage,0.0166,108.07,0.1074,8,6462,Fully Paid,B,B4
61200,5 years,2800,60,car,mortgage,0.0119,60.52,0.1074,20,3545,Fully Paid,B,B4
52008,8 years,9600,60,car,mortgage,0.0479,207.49,0.1074,12,12449,Fully Paid,B,B4
42900,2 years,13500,60,car,mortgage,0.0816,291.78,0.1074,16,15951,Fully Paid,B,B4
49992,9 years,3000,60,car,mortgage,0.0156,64.84,0.1074,23,3889,Fully Paid,B,B4
42000,2 years,7000,60,car,mortgage,0.0432,151.3,0.1074,12,7125,Fully Paid,B,B4
62000,10+ years,4000,60,car,mortgage,0.0167,86.46,0.1074,28,4215,Fully Paid,B,B4
48000,2 years,5000,60,car,rent,0.0270,108.07,0.1074,25,5573,Fully Paid,B,B4
49800,< 1 year,5000,36,car,rent,0.0394,163.68,0.1099,13,3110,Charged Off,B,B4
45000,1 year,3300,36,car,mortgage,0.0288,108.03,0.1099,13,3712,Fully Paid,B,B4
75000,6 years,12000,36,car,rent,0.0629,392.83,0.1099,15,14142,Fully Paid,B,B4
57000,1 year,5500,36,car,rent,0.0379,180.05,0.1099,18,6482,Fully Paid,B,B4
48659,4 years,7500,36,car,rent,0.0605,245.52,0.1099,6,8839,Fully Paid,B,B4
48000,6 years,6000,36,car,mortgage,0.0495,197.83,0.1149,27,3950,Charged Off,B,B4
76800,3 years,5000,36,car,mortgage,0.0258,164.86,0.1149,8,5935,Fully Paid,B,B4
50000,10+ years,1800,36,car,own,0.0142,59.35,0.1149,5,2137,Fully Paid,B,B4
32000,3 years,7000,36,car,rent,0.0866,230.8,0.1149,10,8309,Fully Paid,B,B4
24000,5 years,6000,36,car,rent,0.0989,197.83,0.1149,19,7122,Fully Paid,B,B4
81120,5 years,5200,36,car,mortgage,0.0254,171.46,0.1149,16,5880,Fully Paid,B,B4
40000,2 years,5000,36,car,mortgage,0.0495,164.86,0.1149,20,5817,Fully Paid,B,B4
86000,6 years,10000,36,car,mortgage,0.0460,329.72,0.1149,30,11870,Fully Paid,B,B4
42000,4 years,1200,36,car,mortgage,0.0113,39.57,0.1149,10,1343,Fully Paid,B,B4
42072,3 years,5000,36,car,rent,0.0470,164.86,0.1149,4,5935,Fully Paid,B,B4
30000,3 years,7500,36,car,rent,0.0989,247.29,0.1149,13,8902,Fully Paid,B,B4
72000,8 years,10000,36,car,rent,0.0550,329.72,0.1149,16,11870,Fully Paid,B,B4
80000,4 years,7500,36,car,rent,0.0371,247.29,0.1149,39,8880,Fully Paid,B,B4
69900,10+ years,18000,36,car,mortgage,0.1019,593.49,0.1149,15,21310,Fully Paid,B,B4
75000,4 years,4000,36,car,rent,0.0211,131.89,0.1149,6,4662,Fully Paid,B,B4
28560,3 years,11000,60,car,rent,0.1016,241.87,0.1149,9,10064,Charged Off,B,B4
119238,4 years,6000,60,car,mortgage,0.0133,131.93,0.1149,47,7048,Fully Paid,B,B4
60000,9 years,6000,60,car,mortgage,0.0264,131.93,0.1149,24,7915,Fully Paid,B,B4
24000,3 years,5600,60,car,rent,0.0616,123.14,0.1149,4,6654,Fully Paid,B,B4
63996,8 years,2900,60,car,rent,0.0120,63.77,0.1149,24,3752,Fully Paid,B,B4
101040,10+ years,7000,60,car,rent,0.0183,153.92,0.1149,26,8124,Fully Paid,B,B4
43800,6 years,5000,60,car,own,0.0301,109.94,0.1149,16,5717,Charged Off,B,B4
72000,4 years,6000,60,car,mortgage,0.0220,131.93,0.1149,15,6414,Fully Paid,B,B4
51000,4 years,11000,60,car,mortgage,0.0569,241.87,0.1149,26,13983,Fully Paid,B,B4
21552,2 years,7500,60,car,rent,0.0918,164.91,0.1149,8,7895,Charged Off,B,B4
103000,3 years,10000,60,car,rent,0.0256,219.88,0.1149,25,12181,Charged Off,B,B4
90000,6 years,25000,60,car,own,0.0733,549.69,0.1149,22,29534,Fully Paid,B,B4
57600,< 1 year,6300,60,car,rent,0.0289,138.53,0.1149,12,7718,Fully Paid,B,B4
84000,10+ years,1000,60,car,mortgage,0.0031,21.99,0.1149,26,1264,Current,B,B4
60000,8 years,5100,60,car,own,0.0224,112.14,0.1149,30,6251,Current,B,B4
72000,10+ years,5125,60,car,mortgage,0.0188,112.69,0.1149,24,6492,Current,B,B4
98736,10+ years,9000,36,car,own,0.0061,50.58,0.1189,19,1045,Charged Off,B,B4
30000,< 1 year,8400,36,car,rent,0.1114,278.58,0.1189,4,9610,Fully Paid,B,B4
35400,4 years,9600,36,car,rent,0.1079,318.38,0.1189,36,11027,Fully Paid,B,B4
84240,4 years,14000,36,car,mortgage,0.0661,464.3,0.1189,15,14910,Fully Paid,B,B4
160000,< 1 year,8400,36,car,rent,0.0209,278.58,0.1189,11,9372,Fully Paid,B,B4
62851,8 years,12000,36,car,mortgage,0.0763,399.6,0.1218,22,14275,Fully Paid,B,B4
140000,10+ years,24000,36,car,own,0.0685,799.2,0.1218,11,24244,Fully Paid,B,B4
12000,< 1 year,5600,36,car,rent,0.1865,186.48,0.1218,10,6648,Fully Paid,B,B4
60000,5 years,10000,36,car,rent,0.0666,333,0.1218,12,11753,Fully Paid,B,B4
38268,10+ years,8400,36,car,mortgage,0.0877,279.72,0.1218,13,10070,Fully Paid,B,B4
75000,3 years,11200,36,car,rent,0.0599,374.26,0.1242,13,4225,Charged Off,B,B4
92000,4 years,6000,36,car,rent,0.0262,200.5,0.1242,18,7218,Fully Paid,B,B4
60000,< 1 year,12000,36,car,rent,0.0802,400.99,0.1242,14,9547,Charged Off,B,B4
108000,10+ years,4800,36,car,mortgage,0.0178,160.4,0.1242,18,5774,Fully Paid,B,B4
45000,6 years,3600,36,car,rent,0.0321,120.3,0.1242,27,4331,Fully Paid,B,B4
47000,< 1 year,5000,36,car,rent,0.0427,167.08,0.1242,4,5577,Fully Paid,B,B4
20000,4 years,8000,36,car,rent,0.1604,267.33,0.1242,8,9620,Fully Paid,B,B4
30000,< 1 year,2000,36,car,rent,0.0267,66.84,0.1242,28,2298,Fully Paid,B,B4
125000,8 years,16800,36,car,rent,0.0539,561.38,0.1242,24,19992,Fully Paid,B,B4
76116,1 year,3000,60,car,own,0.0106,67.38,0.1242,32,3737,Fully Paid,B,B4
36000,2 years,7200,60,car,mortgage,0.0539,161.7,0.1242,20,7969,Fully Paid,B,B4
36960,< 1 year,4200,60,car,rent,0.0306,94.33,0.1242,22,4686,Fully Paid,B,B4
96000,2 years,16000,60,car,mortgage,0.0449,359.32,0.1242,45,16679,Fully Paid,B,B4
106800,2 years,3000,60,car,mortgage,0.0076,67.38,0.1242,46,3567,Current,B,B4
36000,8 years,15000,60,car,rent,0.1123,336.86,0.1242,11,18173,Current,B,B4
40000,10+ years,4000,36,car,mortgage,0.0389,129.75,0.1036,13,4674,Fully Paid,B,B5
50000,< 1 year,4800,36,car,rent,0.0374,155.7,0.1036,17,5605,Fully Paid,B,B5
70000,2 years,2250,36,car,own,0.0125,72.99,0.1036,16,2536,Fully Paid,B,B5
80000,10+ years,9600,60,car,mortgage,0.0244,162.83,0.1036,24,4351,Charged Off,B,B5
51000,< 1 year,4800,60,car,mortgage,0.0242,102.84,0.1036,32,4963,Fully Paid,B,B5
52000,10+ years,6250,60,car,mortgage,0.0309,133.91,0.1036,22,3214,Charged Off,B,B5
85000,10+ years,9000,60,car,mortgage,0.0272,192.83,0.1036,36,576,Charged Off,B,B5
32500,5 years,10200,60,car,mortgage,0.0807,218.54,0.1036,9,13112,Fully Paid,B,B5
45000,4 years,5000,60,car,rent,0.0286,107.13,0.1036,16,6427,Fully Paid,B,B5
124000,10+ years,15500,60,car,mortgage,0.0321,332.09,0.1036,25,17959,Fully Paid,B,B5
118000,4 years,17000,60,car,mortgage,0.0370,364.22,0.1036,18,19341,Fully Paid,B,B5
30600,6 years,5000,60,car,rent,0.0420,107.13,0.1036,13,6308,Fully Paid,B,B5
50000,2 years,6000,36,car,rent,0.0468,194.91,0.1046,21,6982,Fully Paid,B,B5
75000,3 years,3000,36,car,mortgage,0.0157,98.38,0.1111,29,3157,Fully Paid,B,B5
46800,1 year,5525,36,car,mortgage,0.0465,181.17,0.1111,11,5577,Fully Paid,B,B5
16800,3 years,1000,36,car,own,0.0234,32.8,0.1111,24,1137,Fully Paid,B,B5
60000,7 years,7000,36,car,mortgage,0.0459,229.54,0.1111,24,8263,Fully Paid,B,B5
97000,6 years,8000,36,car,mortgage,0.0325,262.33,0.1111,29,8863,Fully Paid,B,B5
36000,< 1 year,4800,36,car,rent,0.0525,157.4,0.1111,15,5051,Fully Paid,B,B5
36000,< 1 year,10000,36,car,rent,0.1093,327.91,0.1111,11,11996,Fully Paid,B,B5
74880,3 years,3500,36,car,rent,0.0184,114.77,0.1111,24,3683,Fully Paid,B,B5
50000,3 years,6000,36,car,mortgage,0.0472,196.75,0.1111,5,7083,Fully Paid,B,B5
114000,4 years,10000,36,car,mortgage,0.0345,327.91,0.1111,26,10094,Fully Paid,B,B5
33600,1 year,8500,60,car,mortgage,0.0662,185.28,0.1111,14,8049,Charged Off,B,B5
38400,7 years,6600,60,car,rent,0.0450,143.87,0.1111,12,3427,Charged Off,B,B5
43000,10+ years,5000,60,car,mortgage,0.0304,108.99,0.1111,20,6539,Fully Paid,B,B5
78000,7 years,10000,60,car,rent,0.0335,217.98,0.1111,4,11168,Fully Paid,B,B5
28800,7 years,5000,60,car,rent,0.0454,108.99,0.1111,8,6539,Fully Paid,B,B5
105000,7 years,8800,60,car,mortgage,0.0219,191.82,0.1111,17,11091,Fully Paid,B,B5
39600,3 years,1675,60,car,mortgage,0.0111,36.52,0.1111,17,2190,Fully Paid,B,B5
93600,10+ years,6000,60,car,mortgage,0.0168,130.79,0.1111,29,6271,Fully Paid,B,B5
78000,1 year,2800,60,car,mortgage,0.0094,61.04,0.1111,20,3162,Fully Paid,B,B5
62500,9 years,12000,60,car,rent,0.0502,261.57,0.1111,22,12113,Fully Paid,B,B5
75000,< 1 year,16800,60,car,mortgage,0.0586,366.2,0.1111,15,21790,Fully Paid,B,B5
86000,10+ years,13000,60,car,mortgage,0.0395,283.37,0.1111,19,16948,Fully Paid,B,B5
45000,5 years,9000,60,car,rent,0.0523,196.18,0.1111,19,11770,Fully Paid,B,B5
31000,5 years,5550,36,car,rent,0.0707,182.66,0.1136,5,2083,Charged Off,B,B5
46344,< 1 year,3500,36,car,rent,0.0298,115.19,0.1136,15,4109,Fully Paid,B,B5
66000,9 years,2550,36,car,rent,0.0153,83.93,0.1136,19,3021,Fully Paid,B,B5
99600,6 years,5000,36,car,mortgage,0.0200,165.74,0.1186,17,5965,Fully Paid,B,B5
27600,1 year,4000,36,car,rent,0.0576,132.59,0.1186,23,4771,Fully Paid,B,B5
78000,10+ years,5000,36,car,mortgage,0.0255,165.74,0.1186,24,2375,Charged Off,B,B5
87000,10+ years,5000,60,car,mortgage,0.0153,110.87,0.1186,7,6326,Fully Paid,B,B5
100000,5 years,12000,60,car,mortgage,0.0319,266.09,0.1186,14,15886,Fully Paid,B,B5
74880,3 years,7500,60,car,mortgage,0.0267,166.31,0.1186,24,9493,Fully Paid,B,B5
65000,4 years,2900,60,car,mortgage,0.0119,64.31,0.1186,39,3013,Fully Paid,B,B5
28800,6 years,4000,60,car,mortgage,0.0370,88.7,0.1186,13,5322,Fully Paid,B,B5
40000,5 years,9000,60,car,rent,0.0599,199.57,0.1186,10,11981,Fully Paid,B,B5
45000,3 years,10000,36,car,rent,0.0886,332.1,0.1199,18,4553,Charged Off,B,B5
65000,10+ years,4500,36,car,mortgage,0.0276,149.45,0.1199,6,5316,Fully Paid,B,B5
113400,6 years,2100,36,car,own,0.0074,69.75,0.1199,33,2511,Fully Paid,B,B5
29534,1 year,4800,36,car,rent,0.0648,159.41,0.1199,7,5558,Fully Paid,B,B5
31200,1 year,3200,36,car,rent,0.0409,106.28,0.1199,15,3435,Fully Paid,B,B5
40000,2 years,3500,36,car,rent,0.0349,116.24,0.1199,26,3822,Fully Paid,B,B5
55000,2 years,3900,36,car,rent,0.0283,129.52,0.1199,35,4664,Fully Paid,B,B5
68000,< 1 year,7500,36,car,rent,0.0440,249.08,0.1199,24,8967,Fully Paid,B,B5
72000,10+ years,4800,60,car,mortgage,0.0178,106.75,0.1199,25,6176,Fully Paid,B,B5
64800,8 years,3000,60,car,mortgage,0.0124,66.72,0.1199,14,3030,Fully Paid,B,B5
40560,2 years,7800,60,car,rent,0.0513,173.47,0.1199,29,2627,Charged Off,B,B5
48000,3 years,3250,60,car,mortgage,0.0181,72.28,0.1199,13,2882,Charged Off,B,B5
93000,10+ years,10000,60,car,mortgage,0.0287,222.4,0.1199,18,12649,Current,B,B5
37080,5 years,12000,60,car,mortgage,0.0864,266.88,0.1199,8,14925,Current,B,B5
88992,10+ years,3000,60,car,mortgage,0.0090,66.72,0.1199,14,3927,Current,B,B5
25200,< 1 year,6000,60,car,own,0.0635,133.44,0.1199,7,7848,Current,B,B5
44400,2 years,8000,60,car,rent,0.0481,177.92,0.1199,33,10476,Current,B,B5
15000,8 years,3200,36,car,rent,0.0853,106.61,0.1221,19,3140,Charged Off,B,B5
54996,1 year,3000,36,car,rent,0.0218,99.95,0.1221,5,3534,Fully Paid,B,B5
36000,1 year,12000,36,car,rent,0.1333,399.78,0.1221,18,12358,Fully Paid,B,B5
45000,1 year,10000,36,car,mortgage,0.0888,333.15,0.1221,12,11960,Fully Paid,B,B5
45204,< 1 year,4750,36,car,mortgage,0.0420,158.25,0.1221,49,5612,Fully Paid,B,B5
51500,6 years,20000,36,car,rent,0.1553,666.3,0.1221,12,23987,Fully Paid,B,B5
29000,3 years,3500,36,car,mortgage,0.0485,117.14,0.1253,9,3880,Fully Paid,B,B5
15600,< 1 year,1200,36,car,rent,0.0309,40.16,0.1253,4,1446,Fully Paid,B,B5
75000,< 1 year,17000,36,car,rent,0.0910,568.93,0.1253,6,19046,Fully Paid,B,B5
13440,1 year,4800,36,car,rent,0.1434,160.64,0.1253,5,5286,Fully Paid,B,B5
24000,< 1 year,6250,36,car,rent,0.1046,209.17,0.1253,22,7530,Fully Paid,B,B5
57000,2 years,7500,36,car,rent,0.0528,251,0.1253,14,9028,Fully Paid,B,B5
61000,1 year,14400,36,car,rent,0.0948,481.92,0.1253,4,15446,Fully Paid,B,B5
55000,2 years,10000,36,car,rent,0.0730,334.67,0.1253,9,11827,Fully Paid,B,B5
36000,10+ years,4125,60,car,mortgage,0.0311,93.21,0.1269,21,5551,Fully Paid,B,B5
75000,10+ years,5400,36,car,mortgage,0.0290,181.15,0.1269,33,6277,Fully Paid,B,B5
48000,5 years,8000,36,car,rent,0.0671,268.36,0.1269,15,9661,Fully Paid,B,B5
125000,3 years,7500,36,car,rent,0.0242,251.59,0.1269,19,9057,Fully Paid,B,B5
24996,4 years,5000,36,car,mortgage,0.0805,167.73,0.1269,8,6038,Fully Paid,B,B5
200000,10+ years,16000,36,car,rent,0.0322,536.72,0.1269,17,17765,Fully Paid,B,B5
28800,2 years,6500,36,car,rent,0.0909,218.05,0.1269,11,7836,Fully Paid,B,B5
43000,2 years,22800,36,car,own,0.2134,764.83,0.1269,4,27534,Fully Paid,B,B5
33840,1 year,2500,60,car,own,0.0200,56.49,0.1269,11,2987,Current,B,B5
41000,2 years,3000,36,car,rent,0.0288,98.26,0.1103,16,3498,Fully Paid,C,C1
45000,1 year,10000,36,car,rent,0.0889,333.25,0.1223,7,11997,Fully Paid,C,C1
158400,2 years,25000,60,car,mortgage,0.0266,351.07,0.1223,27,20798,Fully Paid,C,C1
40000,1 year,9000,36,car,rent,0.0904,301.2,0.1253,12,10716,Fully Paid,C,C1
48000,10+ years,7500,36,car,rent,0.0628,251,0.1253,19,9036,Fully Paid,C,C1
47004,3 years,4000,36,car,rent,0.0342,133.87,0.1253,4,4405,Fully Paid,C,C1
44400,8 years,2500,36,car,mortgage,0.0227,83.86,0.1268,11,2829,Fully Paid,C,C1
21600,2 years,6000,36,car,own,0.1118,201.25,0.1268,4,7245,Fully Paid,C,C1
91200,< 1 year,9000,36,car,mortgage,0.0397,301.87,0.1268,25,9992,Fully Paid,C,C1
99996,10+ years,5400,60,car,mortgage,0.0146,121.99,0.1268,15,1698,Charged Off,C,C1
78000,2 years,4500,60,car,mortgage,0.0156,101.66,0.1268,62,6099,Fully Paid,C,C1
67800,9 years,7500,60,car,rent,0.0300,169.43,0.1268,24,10147,Fully Paid,C,C1
30000,< 1 year,8750,60,car,rent,0.0791,197.66,0.1268,4,10779,Fully Paid,C,C1
53040,< 1 year,4000,60,car,rent,0.0204,90.36,0.1268,25,5421,Fully Paid,C,C1
48000,3 years,17600,60,car,rent,0.0994,397.58,0.1268,14,20294,Fully Paid,C,C1
45600,8 years,4000,60,car,rent,0.0238,90.36,0.1268,24,4362,Fully Paid,C,C1
56000,10+ years,7000,60,car,rent,0.0339,158.13,0.1268,19,8955,Fully Paid,C,C1
96000,10+ years,9600,60,car,mortgage,0.0271,216.87,0.1268,8,12830,Fully Paid,C,C1
80000,9 years,6000,36,car,mortgage,0.0302,201.4,0.1273,29,7251,Fully Paid,C,C1
150000,6 years,9500,36,car,mortgage,0.0256,319.52,0.1287,17,11012,Fully Paid,C,C1
42000,6 years,14750,36,car,mortgage,0.1420,496.92,0.1299,46,14910,Fully Paid,C,C1
87600,10+ years,12000,36,car,own,0.0554,404.27,0.1299,21,14197,Fully Paid,C,C1
170000,9 years,17000,36,car,rent,0.0404,572.72,0.1299,14,20160,Fully Paid,C,C1
42500,< 1 year,4000,36,car,rent,0.0380,134.76,0.1299,7,4837,Fully Paid,C,C1
35000,< 1 year,2000,36,car,rent,0.0231,67.38,0.1299,10,2343,Fully Paid,C,C1
129600,10+ years,12000,60,car,mortgage,0.0253,272.98,0.1299,35,15831,Fully Paid,C,C1
38000,1 year,5500,60,car,rent,0.0395,125.12,0.1299,8,5677,Fully Paid,C,C1
25000,2 years,2225,60,car,rent,0.0243,50.62,0.1299,10,2934,Fully Paid,C,C1
48000,6 years,5000,60,car,rent,0.0284,113.74,0.1299,16,6824,Fully Paid,C,C1
46800,6 years,8000,60,car,mortgage,0.0467,181.99,0.1299,11,9185,Fully Paid,C,C1
36000,4 years,7000,60,car,rent,0.0531,159.24,0.1299,20,9552,Fully Paid,C,C1
55000,< 1 year,8000,60,car,own,0.0397,181.99,0.1299,5,9851,Fully Paid,C,C1
46000,2 years,8700,60,car,rent,0.0516,197.91,0.1299,11,11051,Current,C,C1
31200,2 years,8400,36,car,rent,0.1092,283.97,0.1323,8,10224,Fully Paid,C,C1
29040,10+ years,1800,36,car,rent,0.0251,60.85,0.1323,24,495,Charged Off,C,C1
86000,6 years,2650,36,car,mortgage,0.0125,89.59,0.1323,16,3099,Fully Paid,C,C1
80000,5 years,5000,60,car,mortgage,0.0172,114.36,0.1323,39,5164,Fully Paid,C,C1
33600,2 years,9000,60,car,mortgage,0.0735,205.84,0.1323,38,9669,Fully Paid,C,C1
36000,7 years,6075,60,car,mortgage,0.0463,138.95,0.1323,12,8336,Fully Paid,C,C1
26400,3 years,7250,60,car,rent,0.0754,165.82,0.1323,4,9949,Fully Paid,C,C1
27600,3 years,2400,60,car,mortgage,0.0239,54.9,0.1323,13,2650,Fully Paid,C,C1
68196,3 years,12000,60,car,mortgage,0.0483,274.46,0.1323,22,16467,Fully Paid,C,C1
67000,5 years,6000,60,car,own,0.0246,137.23,0.1323,33,7684,Fully Paid,C,C1
12000,< 1 year,3500,60,car,rent,0.0801,80.05,0.1323,5,4179,Fully Paid,C,C1
36500,< 1 year,5600,60,car,rent,0.0421,128.08,0.1323,20,7649,Fully Paid,C,C1
80000,2 years,24000,60,car,mortgage,0.0823,548.91,0.1323,26,24265,Fully Paid,C,C1
103000,6 years,4000,36,car,mortgage,0.0158,135.73,0.1349,47,4871,Fully Paid,C,C1
108000,6 years,11000,36,car,rent,0.0415,373.24,0.1349,20,13182,Fully Paid,C,C1
20400,2 years,2000,36,car,rent,0.0399,67.87,0.1349,7,2443,Fully Paid,C,C1
150000,7 years,10000,36,car,rent,0.0271,339.31,0.1349,28,12204,Fully Paid,C,C1
70000,10+ years,3000,36,car,mortgage,0.0175,101.8,0.1349,23,3664,Fully Paid,C,C1
115000,3 years,19000,36,car,mortgage,0.0673,644.68,0.1349,16,22057,Fully Paid,C,C1
110000,5 years,1200,36,car,mortgage,0.0044,40.72,0.1349,42,1432,Fully Paid,C,C1
19200,2 years,2000,36,car,rent,0.0424,67.87,0.1349,3,2443,Fully Paid,C,C1
58000,< 1 year,8500,36,car,rent,0.0597,288.41,0.1349,22,10179,Fully Paid,C,C1
95832,10+ years,2500,60,car,mortgage,0.0072,57.52,0.1349,35,2931,Fully Paid,C,C1
60000,10+ years,10000,60,car,mortgage,0.0460,230.05,0.1349,36,11633,Fully Paid,C,C1
28080,3 years,3000,60,car,own,0.0295,69.02,0.1349,16,3254,Fully Paid,C,C1
37200,1 year,4500,60,car,rent,0.0334,103.53,0.1349,27,5570,Fully Paid,C,C1
72000,4 years,8000,36,car,own,0.0437,262.26,0.1109,8,2135,Charged Off,C,C2
37440,< 1 year,3000,36,car,rent,0.0316,98.7,0.1134,14,2798,Charged Off,C,C2
50000,< 1 year,5000,60,car,rent,0.0271,112.77,0.1261,15,5947,Fully Paid,C,C2
27852,< 1 year,4200,36,car,own,0.0608,141.2,0.1284,28,282,Charged Off,C,C2
15000,4 years,2000,36,car,rent,0.0538,67.24,0.1284,15,2184,Fully Paid,C,C2
30000,10+ years,5600,36,car,rent,0.0753,188.27,0.1284,5,2815,Charged Off,C,C2
58106,4 years,5000,36,car,rent,0.0347,168.09,0.1284,16,1285,Charged Off,C,C2
49200,10+ years,4000,36,car,own,0.0329,134.9,0.1306,30,4856,Fully Paid,C,C2
50000,6 years,10000,36,car,rent,0.0809,337.23,0.1306,12,12140,Fully Paid,C,C2
38000,2 years,3000,36,car,rent,0.0319,101.17,0.1306,5,3673,Fully Paid,C,C2
72000,4 years,2100,36,car,mortgage,0.0118,70.82,0.1306,20,2523,Fully Paid,C,C2
